Base Item Code,"Retailer 
Item 
Code",Description,Category,"Reg 
Price",Base LIG Flag,Rank By Visit,Rank By Sales,Rank By Price,Visits(Base Appeared)#,(Visits Base Appeared)%,A1 Item Code,A1 Retailer Item Code,A1 Item Description,A1 LIG Flag,Rank By Visit,Rank By Sales,Rank By Price,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A2 Item Code
53187,49000061017,COKE 6PK/7.5OZ,DSD-GROC-SODA/DRINKS,6.489999771,0,1896,1970,16995,1900,0.000653554,53192,49000061062,SPRITE 6PK/7.5OZ,0,3225,3415,17000,205,10.79,52478
308229,5.10E+13,BEEF BOTTOM ROUND STEAK,RDM WT MISC-MT,0,0,1897,1803,43282,1898,0.000652866,308271,5.10E+13,P5 BEEF GROUND 80% LEAN,0,56,25,21617,382,20.13,61060
308229,5.10E+13,BEEF BOTTOM ROUND STEAK,RDM WT MISC-MT,0,0,1897,1803,43282,1898,0.000652866,61060,5.10E+13,FRESH PICK 5 BASILIO BUDA FRSH SAUSA,0,37,16,22200,181,9.54,308271
308229,5.10E+13,BEEF BOTTOM ROUND STEAK,RDM WT MISC-MT,0,0,1897,1803,43282,1898,0.000652866,61556,5.10E+12,P5 PORK BONELESS PORK CHOPS,0,135,75,43719,175,9.22,308271
49602,5.10E+13,CUPCAKES-6 PK YELLOW,RDM WT MISC-BKY,6.989999771,0,1900,1571,15064,1897,0.000652522,49601,5.10E+13,CUPCAKES-6 PK CHOCOLATE,0,2130,1789,15063,394,20.77,52473
35115,64766,DOLE PINE JCE 6PK,JUICE,4.690000057,0,1901,2033,26588,1896,0.000652178,8497,8981034,F-OCN SPRY JC 64FO 25,1,57,65,29651,114,6.01,45468
8804,8980065,F-BC FRT SNACKS 17,SNACKS,4.989999771,1,1902,2186,25221,1892,0.000650802,8816,8980075,F-Family Group 173,1,872,908,21947,222,11.73,45468
8106,8980651,F-Family Group 612,NOS Davidson,2.890000105,1,1904,1407,14230,1891,0.000650458,8056,8979901,F-FRISKIES MEATY BITS 5.5Z 12,1,9,87,42760,143,7.56,52473
8106,8980651,F-Family Group 612,NOS Davidson,2.890000105,1,1904,1407,14230,1891,0.000650458,8069,8979914,F-FANCY FEAST 3OZ 242,1,16,90,42244,91,4.81,45468
8443,8980981,F-Family Group 1458,GRAVY,1.889999986,1,1905,4528,40935,1891,0.000650458,7136,8981322,F-BYET BUTTER 16OZ 242,1,25,6,27233,88,4.65,45468
53007,49000018011,CHERRY COKE 20OZ LOOSE,DSD-GROC-SODA/DRINKS,2.99000001,0,1908,3468,36555,1888,0.000649426,7100,8981286,F-FAMILY GROUP 1341,1,23,104,41521,70,3.71,52473
19124,546106,PNRA SOUP AUTUMN SQUASH,FS,6.789999962,0,1910,1428,16013,1887,0.000649082,7023,8981217,F-PANERA 16OZ SOUP,1,526,294,16192,337,17.86,45468
19124,546106,PNRA SOUP AUTUMN SQUASH,FS,6.789999962,0,1910,1428,16013,1887,0.000649082,19121,87343,PANERA LOBSTER BISQUE,0,2668,2066,16012,128,6.78,7023
8868,8980125,F-Family Group 1514,SOUP,2.99000001,1,1912,3025,37167,1885,0.000648394,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,184,9.76,45468
8868,8980125,F-Family Group 1514,SOUP,2.99000001,1,1912,3025,37167,1885,0.000648394,60852,5.10E+13,CHICKEN BNLS SKINLESS BREAST,0,10,2,30693,108,5.73,45468
53340,78000011548,CANADA DRY 1.25LTR BOTTLE,DSD-GROC-SODA/DRINKS,2.190000057,0,1913,4994,39583,1884,0.00064805,53169,49000055375,COKE CLASSIC 1.25LTR,0,889,2784,39579,212,11.25,52473
53340,78000011548,CANADA DRY 1.25LTR BOTTLE,DSD-GROC-SODA/DRINKS,2.190000057,0,1913,4994,39583,1884,0.00064805,53172,49000055450,SPRITE 1.25LTR,0,1925,4932,39582,199,10.56,52473
8027,8979875,F-LIBBY CANNED VEGS,NOS Davidson,5.190000057,1,1916,5247,41322,1880,0.000646674,8027,8979875,F-LIBBY CANNED VEGS,1,2048,5495,41323,239,12.71,8027
7177,8981361,F-Cabot Cottage Cheese 16oz,CHEESE,3.49000001,1,1917,2787,34369,1879,0.00064633,7157,8981342,F-CABOT BARS 8OZ 135,1,13,13,27234,138,7.34,45468
7177,8981361,F-Cabot Cottage Cheese 16oz,CHEESE,3.49000001,1,1917,2787,34369,1879,0.00064633,7281,8981461,F-COFFEEMATE 32FO 497,1,28,7,22207,101,5.38,45468
32644,492497,KELL FROOT LOOPS CEREAL,CEREALS,6.690000057,0,1919,2075,16295,1877,0.000645642,8136,8980680,F-KELL FROSTED FLAKES 1221,1,1044,1152,19527,230,12.25,45468
54041,12000810008,MUG ROOT BEER FRIDGE PK,DSD-GROC-SODA/DRINKS,9.789999962,0,1920,1320,8926,1874,0.00064461,54035,12000809941,PEPSI 12PK FRIDGE,0,305,121,8921,309,16.49,52484
54041,12000810008,MUG ROOT BEER FRIDGE PK,DSD-GROC-SODA/DRINKS,9.789999962,0,1920,1320,8926,1874,0.00064461,54114,78000013054,ORANGE CRUSH 12OZ/12PK,0,2357,1636,8928,255,13.61,52484
54041,12000810008,MUG ROOT BEER FRIDGE PK,DSD-GROC-SODA/DRINKS,9.789999962,0,1920,1320,8926,1874,0.00064461,54037,12000809965,MOUNTAIN DEW FRIDGE PK,0,472,213,8922,250,13.34,52484
7233,8981417,F-BYET CHSE DLX SLC 16Z 1237,NOS Davidson,6.690000057,1,1921,1564,19996,1874,0.00064461,7136,8981322,F-BYET BUTTER 16OZ 242,1,25,6,27233,157,8.38,45468
7233,8981417,F-BYET CHSE DLX SLC 16Z 1237,NOS Davidson,6.690000057,1,1921,1564,19996,1874,0.00064461,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,149,7.95,45468
52682,71537020281,POLAR BLACK CHERRY SELTZER,DSD-GROC-SODA/DRINKS,1.389999986,0,1922,5806,41980,1873,0.000644267,52683,71537020304,POLAR RASPBERRY-LIME SELTZER,0,1829,5716,41981,280,14.95,52473
52682,71537020281,POLAR BLACK CHERRY SELTZER,DSD-GROC-SODA/DRINKS,1.389999986,0,1922,5806,41980,1873,0.000644267,52689,71537020397,POLAR TRIPLE BERRY SELTZER,0,3082,7980,41987,209,11.16,52473
44992,23904,HALF SPIRAL HAM,SMOKED PORK,0.99000001,0,1923,207,42625,1872,0.000643923,7140,8981326,F-CABOT BUTTER QTRS 752,1,78,46,19222,154,8.23,52473
44992,23904,HALF SPIRAL HAM,SMOKED PORK,0.99000001,0,1923,207,42625,1872,0.000643923,46088,589359,SHP 5# WHITE POT GG,0,164,271,33410,124,6.62,45468
8029,8979877,F-DELMONTE VEGS CANNED 179,BEETS,2.089999914,1,1924,4860,39797,1872,0.000643923,8029,8979877,F-DELMONTE VEGS CANNED 179,1,704,2220,39796,376,20.09,45468
8029,8979877,F-DELMONTE VEGS CANNED 179,BEETS,2.089999914,1,1924,4860,39797,1872,0.000643923,8029,8979877,F-DELMONTE VEGS CANNED 179,1,594,1947,39795,305,16.29,8029
53172,49000055450,SPRITE 1.25LTR,DSD-GROC-SODA/DRINKS,2.190000057,0,1925,4932,39582,1869,0.000642891,53169,49000055375,COKE CLASSIC 1.25LTR,0,889,2784,39579,306,16.37,52473
53172,49000055450,SPRITE 1.25LTR,DSD-GROC-SODA/DRINKS,2.190000057,0,1925,4932,39582,1869,0.000642891,53340,78000011548,CANADA DRY 1.25LTR BOTTLE,0,1913,4994,39583,199,10.65,52473
43922,349995,OM BOLOGNA,COLD CUTS STACK,3.99000001,0,1928,2404,30436,1868,0.000642547,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,161,8.62,45468
8948,8980203,F-TUTTUROSO TOM 28Z 637,TOMATO PUREE,2.49000001,1,1930,4298,38843,1868,0.000642547,8948,8980203,F-TUTTUROSO TOM 28Z 637,1,864,2201,38844,544,29.12,8948
8948,8980203,F-TUTTUROSO TOM 28Z 637,TOMATO PUREE,2.49000001,1,1930,4298,38843,1868,0.000642547,8948,8980203,F-TUTTUROSO TOM 28Z 637,1,2594,5506,38842,365,19.54,8948
8717,8979980,F-Family Group 2040,NOS Davidson,4.190000057,1,1932,2291,29657,1867,0.000642203,45865,94194,CUCUMBER S/S,0,21,88,42632,207,11.09,45468
8717,8979980,F-Family Group 2040,NOS Davidson,4.190000057,1,1932,2291,29657,1867,0.000642203,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,181,9.69,52473
40831,778230,ARHDS GUM SF BLURASP 14CT,CHEWING GUM,1.590000033,0,1933,5845,41457,1866,0.000641859,40830,770534,ARHDS GUM SF WATERMELON 14CT,0,1881,5826,41456,292,15.65,52473
55259,28400089364,TOST REST SALSA JAR DIP,DSD-SNACKS/CHIPS,4.090000153,0,1934,2385,29742,1865,0.000641515,55235,28400064088,TOSTITOS SCOOPS,0,225,173,19011,320,17.16,52473
306620,4870,MISSION 10CT 8SFT TACO BU,MEXICAN FOODS,4.989999771,0,1936,2019,23915,1864,0.000641171,8557,8981094,F-OLD EL PASO SEASONING 1Z 424,1,122,503,40822,332,17.81,7254
306620,4870,MISSION 10CT 8SFT TACO BU,MEXICAN FOODS,4.989999771,0,1936,2019,23915,1864,0.000641171,7254,8981434,F-BYET SHRED CHSE 8OZ 63,1,8,9,35700,299,16.04,8557
306620,4870,MISSION 10CT 8SFT TACO BU,MEXICAN FOODS,4.989999771,0,1936,2019,23915,1864,0.000641171,46757,99817,FE SHREDDED LETTUCE,0,105,159,36448,239,12.82,7254
35418,601748,VIVA SIG TWL BG RL CAS 1PK,PAPER TOWELS,3.49000001,0,1937,2923,34148,1864,0.000641171,35385,495536,SCOTT 1000 WHT TP SINGLE RL,0,530,1843,41036,111,5.95,45468
47765,95451,MARIES COLE SLAW DRESSING,SALAD DRESSING,4.989999771,0,1938,1952,24199,1863,0.000640827,46664,85524,F EXP OLD FASH COLE SLAW,0,296,941,40572,974,52.28,45468
47765,95451,MARIES COLE SLAW DRESSING,SALAD DRESSING,4.989999771,0,1938,1952,24199,1863,0.000640827,46821,89820,FE COLE SLAW W/COLOR,0,1640,3807,40573,225,12.08,45468
61596,5.10E+12,P5 REDI-SERVE CHKN PATTIES,NA,0,0,1939,1825,43755,1862,0.000640483,61570,5.10E+12,P5 BEEF GROUND 80% LEAN,0,34,10,43732,509,27.34,61060
61596,5.10E+12,P5 REDI-SERVE CHKN PATTIES,NA,0,0,1939,1825,43755,1862,0.000640483,61060,5.10E+13,FRESH PICK 5 BASILIO BUDA FRSH SAUSA,0,37,16,22200,414,22.23,61570
61596,5.10E+12,P5 REDI-SERVE CHKN PATTIES,NA,0,0,1939,1825,43755,1862,0.000640483,61595,5.10E+12,P5 REDI-SERVE CHKN NUGGETS,0,1280,1163,43754,340,18.26,61570
37438,29797,B YET WHITE VINEGAR,VINEGAR,1.99000001,0,1940,4510,40500,1861,0.000640139,45909,94110,PEPPERS GREEN MED/LG,0,15,64,40548,96,5.16,45468
52766,71537201345,POLAR LEMON SELTZER,DSD-GROC-SODA/DRINKS,6.789999962,0,1941,1700,16160,1861,0.000640139,52659,71537002355,POLAR LIME SELTZER,0,1807,1556,16151,188,10.10,52484
61593,5.10E+12,P5 SEASONED CHICKEN DRUMSTICKS,NA,0,0,1943,1851,43752,1859,0.000639451,61570,5.10E+12,P5 BEEF GROUND 80% LEAN,0,34,10,43732,442,23.78,61060
61593,5.10E+12,P5 SEASONED CHICKEN DRUMSTICKS,NA,0,0,1943,1851,43752,1859,0.000639451,61060,5.10E+13,FRESH PICK 5 BASILIO BUDA FRSH SAUSA,0,37,16,22200,294,15.81,61570
61593,5.10E+12,P5 SEASONED CHICKEN DRUMSTICKS,NA,0,0,1943,1851,43752,1859,0.000639451,61594,5.10E+12,P5 SEASONED CHICKEN THIGHS,0,1604,1479,43753,282,15.17,61570
8280,8980820,F-Family group 5709,DINNERS,1.590000033,1,1944,6166,41541,1857,0.000638763,8285,8980825,F-Family group 6590,1,1379,4824,41542,300,16.16,52473
8280,8980820,F-Family group 5709,DINNERS,1.590000033,1,1944,6166,41541,1857,0.000638763,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,171,9.21,52473
43008,573406,GRMT BURGER NY STP PATTY 47002,CUSTOMER GROUND BEEF,11.78999996,0,1946,833,6310,1854,0.000637731,51102,50400739420,BALL PARK HAMBURG BUNS,0,146,158,30584,179,9.65,51106
9028,8980265,F-Family Group 1220,NOS Davidson,4.190000057,1,1947,1826,21065,1854,0.000637731,45865,94194,CUCUMBER S/S,0,21,88,42632,72,3.88,45468
115465,42421005950,BOARS HD SLICED PEPPERONI,DSD-DELI DEPT,3.99000001,0,1949,2337,30103,1851,0.000636699,7254,8981434,F-BYET SHRED CHSE 8OZ 63,1,8,9,35700,150,8.10,52473
32534,99564,CAMP PORK N BEANS,BEANS,1.590000033,0,1950,5592,41405,1850,0.000636355,60769,5.10E+13,GRND BEEF 80% LEAN 20% BP,0,12,1,22544,118,6.38,45468
51325,73040004048,BEEFSTEAK RYE SEEDED,DSD-GROC-PKG BAKERY,4.989999771,0,1951,1906,24295,1849,0.000636011,46213,94180,TOMATO HOT HOUSE,0,22,33,36411,120,6.49,45468
7314,8981493,F-LIPTON TEA 59FO 425,JUICE,3.289999962,1,1952,2860,35206,1849,0.000636011,7315,8981494,F -SIMPLY JUICE 52OZ 744,1,169,243,35207,127,6.87,45468
8072,8979917,F-FANCY FEAST DRY 16Z 493,NOS Davidson,2.690000057,1,1953,1943,24997,1847,0.000635323,8069,8979914,F-FANCY FEAST 3OZ 242,1,16,90,42244,400,21.66,8056
8072,8979917,F-FANCY FEAST DRY 16Z 493,NOS Davidson,2.690000057,1,1953,1943,24997,1847,0.000635323,8056,8979901,F-FRISKIES MEATY BITS 5.5Z 12,1,9,87,42760,245,13.26,8069
8135,8980679,F-LUCKY CHARMS CEREAL 1164,NOS Davidson,4.489999771,1,1956,2051,20004,1842,0.000633603,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,213,11.56,52473
15499,405202,B YET MARGARINE 80% TUB,MARGARINE/LARD,2.99000001,0,1957,3242,36044,1841,0.000633259,51055,42187500409,BEST YET ROUND TOP WHT BREAD,0,45,80,38280,137,7.44,52473
15499,405202,B YET MARGARINE 80% TUB,MARGARINE/LARD,2.99000001,0,1957,3242,36044,1841,0.000633259,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,133,7.22,52473
60222,72180638113,RDB BRICK OVEN PEPPERONI,DSD-FROZ-FOOD ITEMS,6.489999771,0,1958,1848,17071,1841,0.000633259,60221,72180638106,RDB BRICK OVEN CHEESE TRIO,0,2448,2274,17070,217,11.79,45468
8303,8980843,F-PURINA ONE DOG WET 13Z 510,NOS Davidson,5.489999771,1,1959,3701,37812,1841,0.000633259,8310,8980850,F-Family group 5710,1,1143,2124,38122,434,23.57,8312
8303,8980843,F-PURINA ONE DOG WET 13Z 510,NOS Davidson,5.489999771,1,1959,3701,37812,1841,0.000633259,8312,8980852,F-Family group 6099,1,2031,3602,37813,314,17.06,8310
33851,33495,B YET CHUNK LITE TUNA/WATER,FISH,1.590000033,0,1960,4799,41415,1839,0.000632571,8631,8981166,F-Family Group 1475,1,69,314,40939,149,8.10,45468
33851,33495,B YET CHUNK LITE TUNA/WATER,FISH,1.590000033,0,1960,4799,41415,1839,0.000632571,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,123,6.69,52473
55087,41262286702,WISE ORIGINAL RIDGIE,DSD-SNACKS/CHIPS,4.590000153,0,1961,2365,27183,1839,0.000632571,7300,8981479,F-HELAVA GOOD DIP 1403,1,58,81,34373,250,13.59,52473
59704,12000813313,FRAPPUCCINO VANILLA,DSD-GROC-JUICE/TEA,4.389999866,0,1962,2306,28632,1838,0.000632227,59597,12000004520,FRAPPUCCINO MOCHA,0,1786,2119,28627,140,7.62,64093
59704,12000813313,FRAPPUCCINO VANILLA,DSD-GROC-JUICE/TEA,4.389999866,0,1962,2306,28632,1838,0.000632227,52493,441,ENERGY DEPOSIT .05,0,19,5693,43097,137,7.45,52473
59704,12000813313,FRAPPUCCINO VANILLA,DSD-GROC-JUICE/TEA,4.389999866,0,1962,2306,28632,1838,0.000632227,53695,12000016721,FRAPPUCCINO CARAMEL,0,3034,3547,28602,126,6.86,52473
52362,87692832317,TWISTED TEA 24OZ CAN,DSD-BEER DEPT,3.890000105,0,1964,2427,32065,1837,0.000631883,52356,87692752318,TWISTED TEA 1/2  1/2 CAN,0,2700,3368,32064,190,10.34,52473
7967,8979817,F-GHIR BAKING CHIPS 371,BAKING,4.989999771,1,1965,2115,24856,1836,0.000631539,7136,8981322,F-BYET BUTTER 16OZ 242,1,25,6,27233,111,6.05,45468
7967,8979817,F-GHIR BAKING CHIPS 371,BAKING,4.989999771,1,1965,2115,24856,1836,0.000631539,8927,8980183,F-DOM BROWN_CONF 32Z BAGS 622,1,540,767,32500,110,5.99,39836
8869,8980126,F-Family Group 1515,SOUP,1.99000001,1,1967,4690,40833,1830,0.000629476,8867,8980124,F-Family Group 1513,1,669,2340,41333,416,22.73,45468
8869,8980126,F-Family Group 1515,SOUP,1.99000001,1,1967,4690,40833,1830,0.000629476,7254,8981434,F-BYET SHRED CHSE 8OZ 63,1,8,9,35700,146,7.98,8867
21596,251362,P5 CHEESEBURGER SLIDERS,TYSON CHICKEN,7.289999962,0,1968,1698,13816,1829,0.000629132,21602,253886,P5 CHICKEN SLIDERS,0,2911,2497,13818,516,28.21,43450
21596,251362,P5 CHEESEBURGER SLIDERS,TYSON CHICKEN,7.289999962,0,1968,1698,13816,1829,0.000629132,21597,253367,P5 BUFFALO CHICKEN SLIDER,0,3788,3308,13817,329,17.99,21602
21596,251362,P5 CHEESEBURGER SLIDERS,TYSON CHICKEN,7.289999962,0,1968,1698,13816,1829,0.000629132,43450,254136,P5 CORN DOG 1.5LB,0,2441,2104,13898,329,17.99,21602
40785,343492,BBLCS WATERMELON WAVE,CHEWING GUM,0.99000001,0,1970,8546,42624,1828,0.000628788,40782,304329,BBL YUM ORIG BIG PK,0,1202,4154,41724,90,4.92,52473
51830,14100070092,PFARM DELI SWIRL BREAD,DSD-GROC-PKG BAKERY,4.989999771,0,1972,1964,24322,1825,0.000627756,7212,8981396,F-SARGENTO SLICES 1304,1,47,32,24581,93,5.10,45468
52307,80660956152,CORONA BEER 12/12 BOTTLES,DSD-BEER DEPT,20.98999977,0,1973,289,1691,1825,0.000627756,41389,87457,SHELF DUMMY CARDBOARD WHITE,0,94,195,42913,323,17.70,52506
17878,27330,B YET XCREAMY WHIP TOP AERO,WHIPPED TOPPING/CREAM,4.090000153,0,1975,2440,29712,1823,0.000627068,14163,206121,SPB DESSRT SHLL 6PK,0,774,1681,38435,121,6.64,52473
52403,6.36E+11,WHITECLAW CHERRY 19.2OZ CAN,DSD-BEER DEPT,3.690000057,0,1976,2565,32786,1821,0.00062638,52404,6.36E+11,WHITECLAW MANGO 19.2OZ,0,3337,4345,32787,151,8.29,52473
52403,6.36E+11,WHITECLAW CHERRY 19.2OZ CAN,DSD-BEER DEPT,3.690000057,0,1976,2565,32786,1821,0.00062638,52406,6.36E+11,WHITECLAW GRAPEFRUIT 19.2OZ CN,0,3479,4463,32788,133,7.30,52473
8768,8980029,F-BARILLA PASTA SAUCE 24Z 170,SAUCE,NA,1,1977,2854,33058,1821,0.00062638,8618,8981153,F-BARILLA PASTA 99,1,11,37,38834,332,18.23,45468
8768,8980029,F-BARILLA PASTA SAUCE 24Z 170,SAUCE,NA,1,1977,2854,33058,1821,0.00062638,7254,8981434,F-BYET SHRED CHSE 8OZ 63,1,8,9,35700,157,8.62,15949
36795,87854,B YET PIZZA SAUCE JAR,SAUCE,1.99000001,0,1978,4530,40487,1818,0.000625348,7254,8981434,F-BYET SHRED CHSE 8OZ 63,1,8,9,35700,402,22.11,52473
36795,87854,B YET PIZZA SAUCE JAR,SAUCE,1.99000001,0,1978,4530,40487,1818,0.000625348,9126,8980358,F-HORMEL PEPPERONI 5Z 4640,1,287,188,21953,151,8.31,7254
